,Iteration,Loss,a_entropy,b_entropy
119,11900,0.22881185,24.362158,14.187873
120,12000,0.228321,24.22483,14.027837
121,12100,0.22878808,24.068579,13.8702135
122,12200,0.22693259,23.943922,13.738997
123,12300,0.22899657,23.810143,13.604516
124,12400,0.22541392,23.686562,13.47229
125,12500,0.22713472,23.563833,13.347041
126,12600,0.22737746,23.4641,13.232277
127,12700,0.22822928,23.310406,13.076082
128,12800,0.23170522,23.160494,12.946215
129,12900,0.2302073,23.034922,12.823578
130,13000,0.22871646,22.90911,12.701452
131,13100,0.22930445,22.794422,12.584717
132,13200,0.23210661,22.656593,12.468399
133,13300,0.22791255,22.557678,12.353979
134,13400,0.23069544,22.419743,12.248284
135,13500,0.23019533,22.297955,12.126264
136,13600,0.23047553,22.167645,12.00585
137,13700,0.22892882,22.044138,11.890522
138,13800,0.23129958,21.91723,11.7855215
139,13900,0.23039156,21.79263,11.6804695
140,14000,0.23538065,21.671535,11.581306
141,14100,0.23297116,21.58586,11.501156
142,14200,0.23264176,21.474617,11.407243
143,14300,0.23345429,21.35246,11.303045
144,14400,0.23309691,21.243668,11.215871
145,14500,0.23383461,21.12498,11.122316
146,14600,0.23224589,21.034851,11.043669
147,14700,0.23351836,20.924366,10.949109
148,14800,0.23393965,20.819773,10.867596
149,14900,0.23654953,20.720907,10.788834
150,15000,0.23042063,20.630663,10.711499
151,15100,0.23376612,20.524853,10.62986
152,15200,0.23474886,20.41409,10.544121
153,15300,0.2376445,20.298557,10.461352
154,15400,0.23521438,20.199255,10.381542
155,15500,0.23314188,20.094423,10.302504
156,15600,0.23475522,19.98806,10.221647
157,15700,0.2351746,19.88388,10.143768
158,15800,0.23206344,19.784962,10.072491
159,15900,0.23523407,19.681477,10.000105
160,16000,0.23541304,19.595695,9.939248
161,16100,0.23285444,19.491701,9.869277
162,16200,0.23562972,19.404974,9.789996
163,16300,0.23083897,19.323912,9.725062
164,16400,0.23241438,19.188065,9.635423
165,16500,0.23689382,19.093592,9.568375
166,16600,0.23546594,18.979273,9.498901
167,16700,0.23394056,18.901314,9.429761
168,16800,0.23410004,18.797852,9.371809
169,16900,0.2358533,18.713171,9.312876
170,17000,0.23380032,18.623589,9.252015
171,17100,0.23111993,18.54128,9.200207
172,17200,0.23243184,18.44277,9.130969
173,17300,0.23061654,18.346186,9.073418
174,17400,0.23594351,18.244207,9.016198
175,17500,0.23517764,18.162815,8.971024
176,17600,0.23665996,18.065914,8.909193
177,17700,0.2371993,17.972063,8.857006
178,17800,0.23683916,17.894413,8.816616
179,17900,0.23496272,17.813858,8.777041
180,18000,0.23465322,17.717146,8.726025
181,18100,0.23325561,17.630306,8.679501
182,18200,0.23669145,17.539495,8.631935
183,18300,0.23302962,17.447184,8.591444
184,18400,0.23422463,17.368904,8.544856
185,18500,0.2367109,17.282133,8.50344
186,18600,0.2320547,17.19917,8.471179
187,18700,0.23488225,17.120699,8.433667
188,18800,0.23747064,17.042297,8.39573
189,18900,0.23756361,16.967241,8.367055
190,19000,0.23605195,16.892004,8.330759
191,19100,0.23517658,16.814407,8.297902
192,19200,0.23970027,16.742273,8.265431
193,19300,0.23772202,16.673206,8.230272
194,19400,0.23767401,16.587383,8.202577
195,19500,0.2338619,16.520777,8.163193
196,19600,0.23792985,16.45095,8.127675
197,19700,0.23778449,16.362143,8.090801
198,19800,0.24054597,16.29247,8.055898
199,19900,0.24140842,16.213911,8.026657
